step,env_id,time_s,value
132,2,1.32,-0.46486371755599976
132,3,1.32,1.753340482711792
133,0,1.33,-0.15331220626831055
133,1,1.33,-0.5690997242927551
133,2,1.33,-0.41920825839042664
133,3,1.33,1.532982587814331
134,0,1.34,-0.2474914789199829
134,1,1.34,-0.6101204752922058
134,2,1.34,-0.4716893434524536
134,3,1.34,1.5302996635437012
135,0,1.35,-0.2573697566986084
135,1,1.35,-0.6709970235824585
135,2,1.35,-0.47858017683029175
135,3,1.35,1.7545973062515259
136,0,1.36,-0.19675840437412262
136,1,1.36,-0.35280176997184753
136,2,1.36,-0.433648020029068
136,3,1.36,1.6458913087844849
137,0,1.37,0.009385660290718079
137,1,1.37,-0.35078275203704834
137,2,1.37,-0.3282180428504944
137,3,1.37,1.650079369544983
138,0,1.38,-0.002787461504340172
138,1,1.38,-0.1678573340177536
138,2,1.38,-0.3503802716732025
138,3,1.38,1.8800606727600098
139,0,1.39,0.11563429981470108
139,1,1.39,-0.02195841073989868
139,2,1.39,-0.37774428725242615
139,3,1.39,1.8873237371444702
140,0,1.4,0.15505491197109222
140,1,1.4,-0.09774070978164673
140,2,1.4,-0.421603262424469
140,3,1.4,1.902504563331604
141,0,1.41,0.024623781442642212
141,1,1.41,0.036824315786361694
141,2,1.41,-0.37352320551872253
141,3,1.41,1.828661561012268
142,0,1.42,-0.030030690133571625
142,1,1.42,0.27116096019744873
142,2,1.42,-0.3898884057998657
142,3,1.42,1.762629508972168
143,0,1.43,-0.02908208593726158
143,1,1.43,0.39521563053131104
143,2,1.43,-0.3651775121688843
143,3,1.43,1.7960469722747803
144,0,1.44,-0.07146209478378296
144,1,1.44,0.4798007607460022
144,2,1.44,-0.452087938785553
144,3,1.44,1.5987199544906616
145,0,1.45,-0.09799935668706894
145,1,1.45,0.3551406264305115
145,2,1.45,-0.4316379129886627
145,3,1.45,1.5404458045959473
146,0,1.46,-0.024327434599399567
146,1,1.46,0.33201515674591064
146,2,1.46,-0.35244661569595337
146,3,1.46,1.6470553874969482
147,0,1.47,0.026562295854091644
147,1,1.47,0.35087117552757263
147,2,1.47,-0.34336021542549133
147,3,1.47,1.6530983448028564
148,0,1.48,-0.06112934648990631
148,1,1.48,0.4473261833190918
148,2,1.48,-0.2483729124069214
148,3,1.48,1.7422468662261963
149,0,1.49,0.00018698722124099731
149,1,1.49,0.5362339615821838
149,2,1.49,-0.3150956332683563
149,3,1.49,1.666576862335205
150,0,1.5,0.10534176230430603
150,1,1.5,0.7278851270675659
150,2,1.5,-0.3668125867843628
150,3,1.5,1.7314519882202148
151,0,1.51,0.18530142307281494
151,1,1.51,0.8179140686988831
151,2,1.51,-0.23735663294792175
151,3,1.51,1.8097201585769653
152,0,1.52,0.1661204993724823
152,1,1.52,0.9448362588882446
152,2,1.52,-0.24785038828849792
152,3,1.52,1.7910529375076294
153,0,1.53,0.32001250982284546
153,1,1.53,1.1641267538070679
153,2,1.53,-0.35094916820526123
153,3,1.53,1.8184090852737427
154,0,1.54,0.3114062249660492
154,1,1.54,0.8252944350242615
154,2,1.54,-0.3526272475719452
154,3,1.54,1.6612707376480103
155,0,1.55,0.36736929416656494
155,1,1.55,0.7758027911186218
155,2,1.55,-0.24981841444969177
155,3,1.55,1.7478537559509277
156,0,1.56,0.45852401852607727
156,1,1.56,0.6237697005271912
156,2,1.56,-0.270010381937027
156,3,1.56,2.068720579147339
157,0,1.57,0.35730063915252686
157,1,1.57,0.629054069519043
157,2,1.57,-0.35987627506256104
157,3,1.57,1.9888235330581665
158,0,1.58,0.481259822845459
158,1,1.58,0.7249307632446289
158,2,1.58,-0.18124854564666748
158,3,1.58,2.1776325702667236
159,0,1.59,0.5278337597846985
159,1,1.59,0.7553878426551819
159,2,1.59,-0.24862045049667358
159,3,1.59,2.382277250289917
160,0,1.6,0.3803243041038513
160,1,1.6,0.704587996006012
160,2,1.6,-0.2950344979763031
160,3,1.6,2.4048218727111816
161,0,1.61,0.17698661983013153
161,1,1.61,0.6492964625358582
161,2,1.61,-0.24741609394550323
161,3,1.61,2.6851446628570557
162,0,1.62,0.11925919353961945
162,1,1.62,0.628726065158844
162,2,1.62,-0.32781946659088135
162,3,1.62,2.647566556930542
163,0,1.63,0.12728936970233917
163,1,1.63,0.4501747786998749
163,2,1.63,-0.34404224157333374
163,3,1.63,2.7699761390686035
164,0,1.64,0.06901995092630386
164,1,1.64,0.4789031744003296
164,2,1.64,-0.4217919111251831
164,3,1.64,2.7648582458496094
165,0,1.65,0.09091659635305405
165,1,1.65,0.482685387134552
165,2,1.65,-0.308566153049469
165,3,1.65,2.419297456741333
166,0,1.66,0.1974981129169464
166,1,1.66,0.6342918872833252
166,2,1.66,-0.41366350650787354
166,3,1.66,2.3867039680480957
167,0,1.67,0.30682989954948425
167,1,1.67,0.4887676239013672
167,2,1.67,-0.3422156274318695
167,3,1.67,2.497558355331421
168,0,1.68,0.35203424096107483
168,1,1.68,0.24816016852855682
168,2,1.68,-0.35405439138412476
168,3,1.68,2.5492992401123047
169,0,1.69,0.3799010217189789
169,1,1.69,0.19019243121147156
169,2,1.69,-0.3450894355773926
169,3,1.69,2.2349233627319336
170,0,1.7,0.34994277358055115
170,1,1.7,0.3571138381958008
170,2,1.7,-0.3137541711330414
170,3,1.7,2.1415069103240967
171,0,1.71,0.31996044516563416
171,1,1.71,0.3647000193595886
171,2,1.71,-0.2538946866989136
171,3,1.71,2.1328201293945312
172,0,1.72,0.4891483783721924
172,1,1.72,0.07797417044639587
172,2,1.72,-0.40526464581489563
172,3,1.72,1.824806809425354
173,0,1.73,0.4964369237422943
173,1,1.73,-0.0629630982875824
173,2,1.73,-0.37947580218315125
173,3,1.73,1.884218692779541
174,0,1.74,0.44863367080688477
174,1,1.74,0.03150269389152527
174,2,1.74,-0.47917497158050537
174,3,1.74,1.9987742900848389
175,0,1.75,0.33999165892601013
175,1,1.75,0.12110543251037598
175,2,1.75,-0.5051049590110779
175,3,1.75,1.8262720108032227
176,0,1.76,0.05226260423660278
176,1,1.76,0.047146640717983246
